,sector,ticker,name
4247,Financial Services,AMK,ASSETMARK   FINL     HLDGS     INC
4248,Industrials,J,JACOBS ENGR GROUP INC
4249,Healthcare,THMO,THERMOGENESIS HLDGS INC
4250,Consumer Defensive,PRDO,PERDOCEO ED CORP
4251,Technology,AEHR,AEHR TEST SYSTEMS
4252,Financial Services,SWKH,SWK HLDGS CORP
4253,Energy,OVV,OVINTIV INC
4254,Healthcare,ANVS,ANNOVIS BIO INC
4255,Consumer Cyclical,REYN,REYNOLDS CONSUMER PRODS INC
4256,Consumer Defensive,WAFU,
4257,Technology,SMCI,SUPER MICRO COMPUTER INC
4258,Basic Materials,NEM,NEWMONT CORP
4259,Healthcare,ATOS,ATOSSA THERAPEUTICS INC
4260,Healthcare,PGEN,PRECIGEN    INC
4261,Healthcare,ONEM,1LIFE HEALTHCARE INC
4262,Industrials,CNR,CORNERSTONE BLDG BRANDS INC
4263,Healthcare,CFRX,CONTRAFECT CORP
4264,Healthcare,NVIV,INVIVO THERAPEUTICS HLDGS CO
4265,Healthcare,PLSE,PULSE   BIOSCIENCES       INC
4266,Consumer Cyclical,GRIL,
4267,Industrials,BXC,BLUELINX     HLDGS     INC
4268,Healthcare,BLPH,BELLEROPHON THERAPEUTICS INC
4269,Healthcare,AIKI,AIKIDO    PHARMA    INC
4270,Financial Services,DFNS,LGL   SYS    ACQUISITION    CORP
4271,Healthcare,ZNTL,ZENTALIS PHARMACEUTICALS INC
4272,Energy,NBR,NABORS INDUSTRIES LTD
4273,Industrials,OTIS,OTIS WORLDWIDE CORP
4274,Communication Services,SJ,SCIENJOY HOLDING CORP
4275,Consumer Cyclical,GAN,GAN LTD
4276,Healthcare,NMTR,9 METERS BIOPHARMA INC
4277,Energy,ARCH,ARCH RESOURCES INC
4278,Financial Services,RAND,
4279,Financial Services,AON,AON PLC
4280,Consumer Cyclical,ELA,ENVELA CORP
4281,Healthcare,AKUS,AKOUOS   INC
4282,Healthcare,ADTX,
4283,Healthcare,RCEL,AVITA THERAPEUTICS INC
4284,Healthcare,RLAY,RELAY THERAPEUTICS INC
4285,Technology,AVCT,AMERICAN VRTUAL CLOUD TECH I
4286,Healthcare,AWH,ASPIRA WOMENS HEALTH INC
4287,Consumer Cyclical,DKNG,DRAFTKINGS INC
4288,Energy,VTOL,BRISTOW GROUP INC
4289,Healthcare,PYPD,POLYPID       LTD
4290,Basic Materials,HYMC,HYCROFT MINING HOLDING CORP
4291,Healthcare,RPTX,REPARE     THERAPEUTICS         INC
4292,Financial Services,MYFW,FIRST WESTN FINL INC
4293,Technology,VHC,VIRNETX     HLDG   CORP
4294,Healthcare,BLI,BERKELEY LTS INC
4295,Communication Services,HOFV,
4296,Consumer Defensive,VITL,VITAL   FARMS    INC
4297,Energy,HUSA,HOUSTON AMERN ENERGY CORP
4298,Financial Services,ARYA,ARYA   SCIENCES      ACQUISITION          CO
4299,Financial Services,RKT,ROCKET    COS   INC
4300,Healthcare,EPIX,ESSA PHARMA INC
4301,Healthcare,NRIX,NURIX THERAPEUTICS INC
4302,Industrials,ETN,EATON CORP PLC
4303,Consumer Cyclical,PRTS,CARPARTS COM INC
4304,Technology,TAOP,
4305,Basic Materials,ITRG,
4306,Industrials,ATCX,ATLAS   TECHNICAL       CONSULTANTS
4307,Technology,KBNT,KUBIENT INC
4308,Healthcare,TYHT,SHINECO INC
4309,Industrials,EGLE,EAGLE BULK SHIPPING INC
4310,Healthcare,ATHA,ATHIRA     PHARMA     INC
4311,Technology,MIND,MIND TECHNOLOGY INC
4312,Industrials,FTEK,FUEL TECH INC
4313,Energy,DEN,DENBURY INC
4314,Healthcare,VYNE,VYNE   THERAPEUTICS          INC
4315,Consumer Defensive,UTZ,UTZ     BRANDS  INC
4316,Financial Services,ASAQ,
4317,Communication Services,CNET,
4318,Financial Services,CAPA,
4319,Healthcare,BIIB,BIOGEN INC
4320,Financial Services,TREB,TREBIA   ACQUISITION     CORP
4321,Healthcare,JUPW,
4322,Healthcare,TLMD,SOC TELEMED INC
4323,Consumer Cyclical,LESL,
4324,Healthcare,NOVN,NOVAN   INC
4325,Consumer Cyclical,BALY,
4326,Industrials,GTEC,
4327,Healthcare,AQST,AQUESTIVE THERAPEUTICS INC
4328,Healthcare,GRAY,GRAYBUG  VISION     INC
4329,Healthcare,EAR,
4330,Financial Services,LCAP,
4331,Technology,MCFE,
4332,Industrials,NISN,
4333,Real Estate,UK,
4334,Financial Services,SBG,
4335,Technology,USAT,
4336,Financial Services,FCAC,
4337,Healthcare,LQDA,LIQUIDIA TECHNOLOGIES INC
4338,Consumer Cyclical,BVH,
4339,Basic Materials,GLDG,
4340,Healthcare,PCSA,
4341,Financial Services,KSMT,
4342,Consumer Cyclical,HYLN,
4343,Utilities,AEP,AMERICAN ELEC PWR CO INC
4344,Utilities,NWE,NORTHWESTERN CORP
4345,Financial Services,FIII,FORUM   MERGER       III   CORP
4346,Technology,SYTA,
4347,Healthcare,STTK,
4348,Consumer Cyclical,FSR,
4349,Financial Services,BSN,
4350,Financial Services,HUSN,
4351,Financial Services,CRHC,
4352,Financial Services,FSDC,FS      DEV   CORP
4353,Financial Services,ROCH,
4354,Technology,GB,GLOBAL BLUE GROUP HOLDING AG
4355,Healthcare,LIXT,
4356,Energy,OAS,
4357,Healthcare,ABCL,
4358,Real Estate,NYC,
4359,Healthcare,CERT,
4360,Financial Services,DGNS,
4361,Financial Services,TMPM,
4362,Healthcare,EYPT,
4363,Financial Services,SRSA,
4364,Financial Services,IPOE,
4365,Financial Services,DSAC,
4366,Communication Services,ESGC,EROS STX GLOBAL CORPORATION
4367,Technology,WRAP,WRAP   TECHNOLOGIES           INC
4368,Consumer Defensive,LRN,
4369,Financial Services,CCAC,CITIC  CAPITAL    ACQUISITION          CO
4370,Healthcare,PBLA,
4371,Consumer Cyclical,ELYS,
4372,Financial Services,PACE,
4373,Financial Services,FMAC,
4374,Healthcare,VIVE,
4375,Financial Services,NGAC,
4376,Financial Services,MAAC,
4377,Financial Services,YSAC,
4378,Financial Services,SV,
4379,Financial Services,UPST,
4380,Healthcare,MASS,
4381,Healthcare,GBIO,GENERATION BIO CO
4382,Healthcare,REPL,REPLIMUNE     GROUP   INC
4383,Basic Materials,ORLA,
4384,Real Estate,SQFT,
4385,Financial Services,XPOA,
4386,Financial Services,BREZ,
4387,Financial Services,EUCR,
4388,Healthcare,GEG,
4389,,PFX,
4390,Financial Services,DMYI,
4391,,CLNN,
4392,Basic Materials,DNMR,
4393,Communication Services,ISIG,
4394,Real Estate,INDT,
4395,Financial Services,ACTC,
4396,Healthcare,FHTX,
4397,Healthcare,CABA,CABALETTA     BIO     INC
4398,Healthcare,PGNY,PROGYNY INC
4399,Healthcare,NARI,INARI MED INC
4400,Healthcare,PHAT,PHATHOM PHARMACEUTICALS INC
4401,Real Estate,MAA,MID-AMER APT CMNTYS INC
4402,Healthcare,BDX,BECTON DICKINSON & CO
4403,Communication Services,VIAC,VIACOMCBS     INC
4404,Healthcare,AKRO,AKERO THERAPEUTICS INC
4405,Healthcare,CVAC,CUREVAC     N   V
4406,Basic Materials,SQM,SOCIEDAD       QUIMICA      Y  MINERA  DE
4407,Financial Services,FANH,FANHUA INC
4408,Healthcare,TLRY,TILRAY   INC
4409,Real Estate,ESS,ESSEX PPTY TR INC
4410,Financial Services,CS,CREDIT SUISSE GROUP
4411,Consumer Cyclical,KTB,KONTOOR  BRANDS      INC
4412,Real Estate,CLNC,COLONY CR REAL ESTATE INC
4413,Communication Services,HUYA,HUYA INC
4414,Real Estate,PK,PARK  HOTELS   RESORTS      INC
4415,Healthcare,ARCT,ARCTURUS THERAPEUTICS HLDGS
4416,Consumer Cyclical,SECO,SECOO HLDG LTD
4417,Financial Services,EXPCU,EXPERIENCE       INVT  CORP
4418,Real Estate,WRI,WEINGARTEN RLTY INVS
4419,Communication Services,SOGO,SOGOU INC
4420,Consumer Cyclical,BZUN,BAOZUN INC
4421,Industrials,GOL,GOL   LINHAS     AEREAS     INTELIGENT
4422,Technology,WORK,SLACK  TECHNOLOGIES         INC
4423,Healthcare,AUTL,AUTOLUS THERAPEUTICS PLC
4424,Healthcare,BGNE,BEIGENE LTD
4425,Real Estate,NNN,NATIONAL RETAIL PROPERTIES I
4426,Financial Services,SVACU,STARBOARD       VALUE       ACQUISITN    CO
4427,Real Estate,TRTX,TPG RE FIN TR INC
4428,Technology,CRSR,CORSAIR     GAMING    INC
4429,Consumer Cyclical,OSTK,OVERSTOCK COM INC DEL
4430,Technology,FOUR,SHIFT4     PMTS  INC
4431,Industrials,APG,API   GROUP  CORP
4432,Healthcare,TMDX,TRANSMEDICS GROUP INC
4433,Real Estate,REG,REGENCY CTRS CORP
4434,Communication Services,ICLK,ICLICK INTERACTIVE ASIA GROU
4435,Utilities,CWT,CALIFORNIA WTR SVC GROUP
4436,Healthcare,NVAX,NOVAVAX INC
4437,Financial Services,AMK,ASSETMARK   FINL     HLDGS     INC
4438,Consumer Cyclical,YJ,YUNJI INC
4439,Real Estate,RPT,RPT REALTY
4440,Real Estate,CUBE,CUBESMART
4441,Technology,TUFN,TUFIN SOFTWARE TECHNOLOGIS L
4442,Healthcare,GSK,GLAXOSMITHKLINE PLC
4443,Technology,DDOG,DATADOG INC
4444,Healthcare,GWPH,GW PHARMACEUTICALS PLC
4445,Real Estate,RESI,
4446,Consumer Cyclical,CHWY,CHEWY INC
4447,Utilities,BEPC,BROOKFIELD RENEWABLE CORP
4448,Healthcare,AMRN,AMARIN CORP PLC
4449,Communication Services,WMG,WARNER     MUSIC      GROUP      CORP
4450,Consumer Cyclical,LEVI,LEVI  STRAUSS   &  CO    NEW
4451,Healthcare,NARI,INARI MED INC
4452,Communication Services,MSGE,MADISON   SQUARE     GRDN  ENTERTNM
4453,Real Estate,CIM,CHIMERA     INVT   CORP
4454,Financial Services,TCBIP,
4455,Real Estate,ILPT,INDUSTRIAL LOGISTICS PPTYS T
4456,Technology,FSLY,FASTLY INC
4457,Real Estate,BXP,BOSTON PROPERTIES INC
4458,Technology,CRWD,CROWDSTRIKE HLDGS INC
4459,Real Estate,MNR,MONMOUTH REAL ESTATE INVT CO
4460,Financial Services,EXPC,EXPERIENCE       INVT  CORP
4461,Communication Services,BIDU,BAIDU INC
4462,Financial Services,QIWI,QIWI PLC
4463,Communication Services,ZM,ZOOM VIDEO COMMUNICATIONS IN
4464,Industrials,ERJ,EMBRAER   S.A.
4465,Communication Services,VODPF,
4466,Communication Services,SOHU,SOHU COM LTD
4467,Utilities,ELP,COMPANHIA PARANAENSE ENERG C
4468,Real Estate,AMT,AMERICAN TOWER CORP NEW
4469,Healthcare,PHR,PHREESIA INC
4470,Basic Materials,RIO,RIO TINTO PLC
4471,Real Estate,EXPI,EXP WORLD HLDGS INC
4472,Real Estate,RYN,RAYONIER INC
4473,Real Estate,ALX,ALEXANDERS INC
4474,Industrials,VLRS,CONTROLADORA VUELA COMP DE A
4475,Communication Services,IAC,IAC INTERACTIVECORP NEW
4476,Industrials,SWBI,SMITH & WESSON BRANDS INC
4477,Financial Services,SLQT,SELECTQUOTE     INC
4478,Technology,FROG,JFROG   LTD
4479,Healthcare,SDGR,SCHRODINGER INC
4480,Technology,VNET,21VIANET GROUP INC
4481,Consumer Cyclical,HYLN,
4482,Consumer Defensive,FMX,FOMENTO ECONOMICO MEXICANO S
4483,Real Estate,IIPR,INNOVATIVE INDL PPTYS INC
4484,Communication Services,CHU,CHINA UNICOM HONG KONG
4485,Consumer Defensive,SJM,SMUCKER J M CO
4486,Consumer Cyclical,CSPR,CASPER SLEEP INC
4487,Real Estate,WSR,WHITESTONE REIT
4488,Real Estate,DOC,PHYSICIANS       RLTY  TR
4489,Technology,LYFT,LYFT INC
4490,Consumer Defensive,CCU,COMPANIA CERVECERIAS UNIDAS
4491,Real Estate,SHO,SUNSTONE HOTEL INVS INC NEW
4492,Real Estate,INVH,INVITATION HOMES INC
4493,Financial Services,GLEO,
4494,Real Estate,JBGS,JBG SMITH PPTYS
4495,Financial Services,SAN,BANCO  SANTANDER        S.A.
4496,Financial Services,ORCC,OWL ROCK CAPITAL CORPORATION
4497,Consumer Defensive,NTCO,NATURA &CO HLDG S A
4498,Industrials,JOBS,51JOB INC
4499,Real Estate,LAMR,LAMAR ADVERTISING CO NEW
4500,Industrials,KBR,KBR INC
4501,Healthcare,NVST,ENVISTA     HOLDINGS    CORPORATION
4502,Consumer Defensive,VITL,VITAL   FARMS    INC
4503,Technology,SAP,SAP  SE
4504,Real Estate,ESRT,EMPIRE ST RLTY TR INC
4505,Financial Services,BTO,
4506,Energy,DEN,DENBURY INC
4507,Real Estate,FRT,FEDERAL RLTY INVT TR
4508,Healthcare,HCAT,HEALTH CATALYST INC
4509,Real Estate,HST,HOST   HOTELS   &  RESORTS        INC
4510,Healthcare,KOD,KODIAK   SCIENCES       INC
4511,Real Estate,CORR,CORENERGY INFRASTRUCTURE TR
4512,Healthcare,INZY,INOZYME   PHARMA     INC
4513,Basic Materials,VALE,VALE   S  A
4514,Industrials,HHR,HEADHUNTER GROUP PLC
4515,Healthcare,ACB,AURORA CANNABIS INC
4516,Consumer Cyclical,HMC,HONDA MOTOR LTD
4517,Real Estate,NTST,NETSTREIT    CORP
4518,Real Estate,DRH,DIAMONDROCK HOSPITALITY CO
4519,Technology,ENPH,ENPHASE ENERGY INC
4520,Real Estate,VNO,VORNADO RLTY TR
4521,Healthcare,BNGO,BIONANO GENOMICS INC
4522,Industrials,ZTO,ZTO EXPRESS CAYMAN INC
4523,Financial Services,PROS,PROSIGHT GLOBAL INC
4524,Consumer Cyclical,REYN,REYNOLDS CONSUMER PRODS INC
4525,Financial Services,VACQU,VECTOR     ACQUISITION          CORP
4526,Financial Services,BOWXU,BOWX   ACQUISITION          CORP
4527,Real Estate,QTS,QTS RLTY TR INC
4528,Real Estate,COLD,AMERICOLD RLTY TR
4529,Real Estate,WPG,
4530,Utilities,ENIC,ENEL CHILE S.A.
4531,Financial Services,SBE,SWITCHBACK     ENERGY    ACQUISTN   C
4532,Healthcare,GDRX,GOODRX   HLDGS     INC
4533,Real Estate,FCPT,FOUR   CORNERS       PPTY     TR  INC
4534,Financial Services,PLMR,PALOMAR HLDGS INC
4535,Financial Services,SMMC,SOUTH MOUNTAIN-A
4536,Healthcare,KYMR,KYMERA   THERAPEUTICS              INC
4537,Real Estate,PSA,PUBLIC STORAGE
4538,Healthcare,HEXO,
4539,Healthcare,ARQT,ARCUTIS   BIOTHERAPEUTICS    INC
4540,Consumer Cyclical,MSC,STUDIO  CITY      INTL    HLDGS      LTD
4541,Real Estate,PLD,PROLOGIS INC.
4542,Healthcare,PPD,PPD INC
4543,Healthcare,PRLD,PRELUDE     THERAPEUTICS      INC
4544,Communication Services,CHL,CHINA MOBILE LIMITED
4545,Energy,TGS,TRANSPORTADORA     DE   GAS   SUR
4546,Consumer Defensive,KDP,KEURIG DR PEPPER INC
4547,Real Estate,HASI,HANNON ARMSTRONG SUST INFR C
4548,Financial Services,BBVA,BANCO  BILBAO   VIZCAYA         ARGENTA
4549,Industrials,HTZGQ,HERTZ GLOBAL HLDGS INC
4550,Healthcare,CANF,CAN FITE BIOFARMA LTD
4551,Real Estate,HTA,HEALTHCARE TR AMER INC
4552,Healthcare,CHFS,
4553,Basic Materials,GFI,GOLD FIELDS LTD
4554,Technology,DCT,DUCK   CREEK     TECHNOLOGIES        INC
4555,Healthcare,MPLN,MULTIPLAN CORP
4556,Financial Services,ACEV,
4557,Financial Services,KB,KB FINL GROUP INC
4558,Consumer Defensive,TROLB,
4559,Energy,BSM,BLACK STONE MINERALS L P
4560,Industrials,SGBX,SG BLOCKS INC
4561,Utilities,DUK,DUKE ENERGY CORP NEW
4562,Financial Services,KYN,
4563,Healthcare,HRMY,HARMONY   BIOSCIENCES     HLDGS     IN
4564,Energy,NCSM,
4565,Communication Services,LKCO,LUOKUNG TECHNOLOGY CORP
4566,Financial Services,SSPKU,SILVER SPIKE ACQUISITION COR
4567,Healthcare,PLRX,PLIANT   THERAPEUTICS     INC
4568,Healthcare,BBIO,BRIDGEBIO PHARMA INC
4569,Basic Materials,HMY,HARMONY GOLD MINING CO LTD
4570,Industrials,AZUL,AZUL S A
4571,Healthcare,ENZ,ENZO BIOCHEM INC
4572,Real Estate,NLY,ANNALY CAPITAL MANAGEMENT IN
4573,Healthcare,JAGX,JAGUAR HEALTH INC
4574,Technology,KC,KINGSOFT   CLOUD     HLDGS    LTD
4575,Healthcare,ZNTL,ZENTALIS PHARMACEUTICALS INC
4576,Consumer Cyclical,RVLV,REVOLVE GROUP INC
4577,Real Estate,MFA,MFA   FINL   INC
4578,Financial Services,BCH,BANCO DE CHILE
4579,Technology,RXT,RACKSPACE      TECHNOLOGY       INC
4580,Healthcare,VMD,VIEMED HEALTHCARE INC
4581,Healthcare,RLAY,RELAY THERAPEUTICS INC
4582,Energy,MMP,MAGELLAN MIDSTREAM PRTNRS LP
4583,Real Estate,EXR,EXTRA SPACE STORAGE INC
4584,Healthcare,ZLAB,ZAI LAB LTD
4585,Consumer Defensive,GSX,GSX TECHEDU INC
4586,Healthcare,VYNE,VYNE   THERAPEUTICS          INC
4587,Healthcare,TWST,TWIST     BIOSCIENCE     CORP
4588,Healthcare,ACOR,
4589,Technology,GDS,GDS HLDGS LTD
4590,Financial Services,TW,TRADEWEB MKTS INC
4591,Basic Materials,ACH,ALUMINUM CORP CHINA LIMITED
4592,Communication Services,IHRT,IHEARTMEDIA       INC
4593,Communication Services,KT,KT CORP
4594,Financial Services,KMF,KAYNE ANDERSON NEXTGEN ENRGY
4595,Real Estate,EPR,EPR PPTYS
4596,Real Estate,AGNC,AGNC INVT CORP
4597,Energy,TPL,
4598,Industrials,IAA,IAA INC
4599,Communication Services,PHTCF,
4600,Healthcare,ADCT,ADC   THERAPEUTICS          SA
4601,Real Estate,ADC,AGREE   REALTY    CORP
4602,Communication Services,CRTO,CRITEO  S    A
4603,Healthcare,APRE,APREA   THERAPEUTICS     INC
4604,Industrials,FLY,FLY   LEASING     LTD
4605,Healthcare,MIRM,MIRUM   PHARMACEUTICALS         INC
4606,Energy,GMLP,GOLAR LNG PARTNERS LP
4607,Basic Materials,PKX,POSCO
4608,Real Estate,PDM,PIEDMONT OFFICE REALTY TR IN
4609,Financial Services,RKT,ROCKET    COS   INC
4610,Real Estate,ARR,ARMOUR RESIDENTIAL REIT INC
4611,Real Estate,XHR,XENIA HOTELS & RESORTS INC
4612,Consumer Cyclical,KXIN,KAIXIN AUTO HLDGS
4613,Healthcare,CRTX,CORTEXYME INC
4614,Consumer Cyclical,JMIA,JUMIA TECHNOLOGIES AG
4615,Financial Services,CCAC,CITIC  CAPITAL    ACQUISITION          CO
4616,Technology,DAVA,ENDAVA PLC
4617,Real Estate,LXP,LEXINGTON REALTY TRUST
4618,Healthcare,TRXC,TRANSENTERIX INC
4619,Technology,PHUN,PHUNWARE     INC
4620,Healthcare,TEVA,TEVA PHARMACEUTICAL INDS LTD
4621,Financial Services,BSN,
4622,Financial Services,LKFN,LAKELAND FINL CORP
4623,Real Estate,DX,DYNEX CAP INC
4624,Healthcare,BSTC,
4625,Basic Materials,MMX,MAVERIX METALS INC
4626,Consumer Defensive,DL,CHINA DISTANCE ED HLDGS LTD
4627,Real Estate,HPP,HUDSON PAC PPTYS INC
4628,Energy,BPMP,BP MIDSTREAM PARTNERS LP
4629,Real Estate,CXW,CORECIVIC INC
4630,Consumer Cyclical,GTXMQ,
4631,Healthcare,PMVP,PMV   PHARMACEUTICALS       INC
4632,Communication Services,UXIN,UXIN LTD
4633,Communication Services,YY,JOYY INC
4634,Real Estate,INN,SUMMIT HOTEL PPTYS INC
4635,Financial Services,BSMX,BANCO SANTA-ADR
4636,Utilities,BEP,BROOKFIELD RENEWABLE PARTNER
4637,Healthcare,PGNY,PROGYNY INC
4638,Communication Services,WB,WEIBO CORP
4639,Real Estate,DRE,DUKE REALTY CORP
4640,Healthcare,ORTX,ORCHARD THERAPEUTICS PLC
4641,Financial Services,JQC,
4642,Real Estate,VTR,VENTAS   INC
4643,Technology,MDLA,MEDALLIA     INC
4644,Healthcare,INO,INOVIO   PHARMACEUTICALS          INC
4645,Industrials,CARR,CARRIER GLOBAL CORPORATION
4646,Real Estate,AFIN,AMERICAN FIN TR INC
4647,Financial Services,STPK,
4648,Financial Services,SOAC,SUSTAINABLE   OPPORTNTS       ACQ  CO
4649,Healthcare,DBVT,DBV     TECHNOLOGIES       S    A
4650,Real Estate,AAT,AMERICAN ASSETS TR INC
4651,Technology,VLDR,VELODYNE     LIDAR     INC
4652,Real Estate,CIO,CITY OFFICE REIT INC
4653,Industrials,CODI,COMPASS DIVERSIFIED
4654,Consumer Cyclical,NIO,NIO INC
4655,Financial Services,LIVKU,
4656,Financial Services,ACAMU,ACAMAR PARTNERS ACQSITION CO
4657,Consumer Cyclical,CBD,COMPANHIA BRASILEIRA DE DIST
4658,Financial Services,LFC,CHINA LIFE INS CO LTD
4659,Real Estate,RWT,REDWOOD TR INC
4660,Consumer Defensive,CELH,CELSIUS HLDGS INC
4661,Real Estate,SBAC,SBA COMMUNICATIONS CORP NEW
4662,Financial Services,IPV,
4663,Financial Services,APXT,APEX   TECHNOLOGY  ACQUISITION
4664,Technology,VIOT,VIOMI TECHNOLOGY CO LTD
4665,Technology,MVIS,MICROVISION      INC   DEL
4666,Real Estate,KRC,KILROY RLTY CORP
4667,Technology,APPS,DIGITAL TURBINE INC
4668,Healthcare,APLT,APPLIED  THERAPEUTICS       INC
4669,Financial Services,GOCO,GOHEALTH     INC
4670,Real Estate,BRG,BLUEROCK RESIDENTIAL GWT REI
4671,Real Estate,UDR,UDR INC
4672,Financial Services,FIIIU,FORUM   MERGER       III   CORP
4673,Financial Services,PCPL,CC   NEUBERGER    PRINCIPAL      HLDNG
4674,Energy,UGP,ULTRAPAR PARTICIPACOES SA
4675,Industrials,BBU,BROOKFIELD BUSINESS PARTNERS
4676,Healthcare,AKUS,AKOUOS   INC
4677,Real Estate,ACRE,ARES COML REAL ESTATE CORP
4678,Financial Services,GXGXU,GX ACQUISITION CORP
4679,Basic Materials,MTL,MECHEL PAO
4680,Energy,EPD,ENTERPRISE PRODS PARTNERS L
4681,Communication Services,FVRR,FIVERR INTL LTD
4682,Energy,SUN,SUNOCO LP/SUNOCO FIN CORP
4683,Consumer Cyclical,DKNG,DRAFTKINGS INC
4684,Energy,PEIX,PACIFIC ETHANOL INC
4685,Healthcare,AFIB,ACUTUS   MED  INC
4686,Real Estate,AKR,ACADIA RLTY TR
4687,Communication Services,PINS,PINTEREST     INC
4688,Communication Services,LSXMA,LIBERTY MEDIA CORP DEL
4689,Technology,CETX,CEMTREX INC
4690,Healthcare,IMAB,I MAB
4691,Financial Services,JWS,JAWS   ACQUISITION      CORP
4692,Real Estate,FSP,FRANKLIN STR PPTYS CORP
4693,Financial Services,ERESU,EAST   RES   ACQUISITION           CO
4694,Real Estate,DLR,DIGITAL   RLTY     TR   INC
4695,Financial Services,WTRE,WATFORD       HLDGS    LTD
4696,Utilities,BIPC,BROOKFIELD INFRASTRUCTURE CO
4697,Real Estate,IVR,INVESCO MORTGAGE CAPITAL INC
4698,Real Estate,O,REALTY   INCOME   CORP
4699,Real Estate,UBA,URSTADT BIDDLE PPTYS INC
4700,Energy,GEL,GENESIS ENERGY L P
4701,Consumer Defensive,BRFS,BRF SA
4702,Financial Services,AVAL,GRUPO AVAL ACCIONES Y VALORE
4703,Real Estate,WPC,WP CAREY INC
4704,Technology,JAMF,JAMF   HLDG     CORP
4705,Financial Services,TWCTU,TWC   TECH  HLDGS     II   CORP
4706,Healthcare,INMD,INMODE LTD
4707,Technology,CMBM,CAMBIUM NETWORKS CORP
4708,Technology,PD,PAGERDUTY INC
4709,Healthcare,IDYA,IDEAYA BIOSCIENCES INC
4710,Financial Services,LYG,LLOYDS BANKING GROUP PLC
4711,Healthcare,RPRX,ROYALTY     PHARMA     PLC
4712,Consumer Cyclical,LITB,LIGHTINTHEBOX HLDG CO LTD
4713,Technology,NCNO,NCINO   INC
4714,Real Estate,AVB,AVALONBAY CMNTYS INC
4715,Real Estate,CPLG,COREPOINT LODGING INC
4716,Healthcare,OYST,OYSTER PT PHARMA INC
4717,Industrials,HTLD,HEARTLAND EXPRESS INC
4718,Real Estate,KREF,KKR REAL ESTATE FIN TR INC
4719,Consumer Cyclical,TSLA,TESLA INC
4720,Healthcare,NGM,NGM BIOPHARMACEUTICALS INC
4721,Healthcare,MNKKQ,MALLINCKRODT PUB LTD CO
4722,Real Estate,AHH,ARMADA HOFFLER PPTYS INC
4723,Consumer Defensive,AFYA,AFYA LTD
4724,Basic Materials,SBSW,SIBANYE STILLWATER LTD
4725,Industrials,IEP,ICAHN ENTERPRISES LP
4726,Communication Services,FWONK,LIBERTY   MEDIA  CORP      DEL
4727,Communication Services,LSXMK,LIBERTY MEDIA CORP DEL
4728,Technology,VERI,VERITONE INC
4729,Communication Services,DOYU,DOUYU INTERNATIONAL HLDNGS L
4730,Industrials,GFL,GFL   ENVIRONMENTAL      INC
4731,Healthcare,BNTX,BIONTECH     SE
4732,Healthcare,AWH,ASPIRA WOMENS HEALTH INC
4733,Healthcare,ASRT,ASSERTIO HOLDINGS INC
4734,Healthcare,NTEC,
4735,Consumer Cyclical,DXLG,DESTINATION XL GROUP INC
4736,Real Estate,SRC,SPIRIT RLTY CAP INC NEW
4737,Consumer Cyclical,TCOM,TRIP COM GROUP LTD
4738,Communication Services,VZ,VERIZON COMMUNICATIONS INC
4739,Real Estate,EGP,EASTGROUP       PPTY     INC
4740,Healthcare,IBIO,IBIO      INC
4741,Real Estate,PCH,POTLATCHDELTIC CORPORATION
4742,Healthcare,AMWL,AMERICAN  WELL   CORP
4743,Financial Services,CMLFU,CM   LIFE  SCIENCES       INC
4744,Healthcare,OM,OUTSET     MED   INC
4745,Basic Materials,BHP,BHP   GROUP    LTD
4746,Healthcare,TSHA,TAYSHA   GENE     THERAPIES   INC
4747,Consumer Cyclical,NKLA,NIKOLA    CORP
4748,Real Estate,WRE,WASHINGTON REAL ESTATE INVT
4749,Real Estate,PINE,ALPINE INCOME PPTY TR INC
4750,Real Estate,AIV,
4751,Real Estate,CBLAQ,CBL & ASSOC PPTYS INC
4752,Real Estate,OUT,OUTFRONT MEDIA INC
4753,Technology,SNE,SONY CORP
4754,Real Estate,ELS,EQUITY LIFESTYLE PPTYS INC
4755,Healthcare,SAVA,CASSAVA SCIENCES INC
4756,Industrials,OTIS,OTIS WORLDWIDE CORP
4757,Consumer Cyclical,PTON,PELOTON    INTERACTIVE        INC
4758,Financial Services,CIB,BANCOLOMBIA S A
4759,Basic Materials,BAK,BRASKEM    S    A
4760,Consumer Cyclical,PRTS,CARPARTS COM INC
4761,Consumer Cyclical,JILL,
4762,Energy,STOHF,
4763,Real Estate,GLPI,GAMING & LEISURE PPTYS INC
4764,Real Estate,PMT,PENNYMAC MTG INVT TR
4765,Technology,LPL,LG   DISPLAY      CO   LTD
4766,Financial Services,PIAI,
4767,Healthcare,FMS,FRESENIUS   MED  CARE     AG&CO    KGA
4768,Communication Services,TME,TENCENT MUSIC ENTMT GROUP
4769,Consumer Defensive,TAL,TAL EDUCATION GROUP
4770,Real Estate,FPI,FARMLAND PARTNERS INC
4771,Healthcare,TNXP,TONIX   PHARMACEUTICALS       HLDG  C
4772,Healthcare,MREO,MEREO BIOPHARMA GROUP PLC
4773,Financial Services,GRSVU,GORES   HLDGS      V   INC
4774,Real Estate,REXR,REXFORD INDL RLTY INC
4775,Healthcare,APVO,APTEVO THERAPEUTICS INC
4776,Energy,CCLP,
4777,Financial Services,TREB,TREBIA   ACQUISITION     CORP
4778,Healthcare,FLGT,FULGENT      GENETICS   INC
